Datased name: Pilot top-down CO2 Budget constrained by the v10 OCO-2 MIP Version 1.0
Data description paper title: National CO2 Budgets (2015-2020) inferred from atmospheric CO2 observations in support of the Global Stocktake
Byrne et al. 2022
contact: Brendan Byrne - email: brendan.k.byrne@jpl.nasa.gov
Created 25 May 2022
Version 1.0
-- Description ---
This is a pilot CO2 Budget for countries over 2015-2020. Estimates of carbon fluxes are obtained by combining top-down constraints on net carbon exchange from atmospheric CO2 and bottom-up process specific fluxes of carbon (fossil fuel emissions and lateral fluxes associated with crop trade and wood trade and river export) with specific data sources listed below.
-- Data sources ---
Net Carbon Exchange (NCE): version 10 of the Orbiting Carbon Observatory Model Intercomparison Project (OCO-2 MIP) [https://gml.noaa.gov/ccgg/OCO2_v10mip/]
Fossil Fuel and cement production emissions (FF):  Open-source Data Inventory for Anthropogenic CO2 (ODIAC) emission data product [Oda et al. 2018; https://doi.org/10.5194/essd-10-87-2018] with day-of-week and diurnal variations from Nassar et al. [2013; https://doi.org/10.1029/2012JD018196]
Crop and Wood lateral fluxes (F wood trade + F crop trade): Following the approaches of Deng et al. [2022; https://doi.org/10.5194/essd-14-1639-2022] and Ciais et al. [2020; https://doi.org/10.1093/nsr/nwaa145] which utilizes crop and wood trade data compiled by Food and Agriculture Organization of the United Nations [FAO; http://www.fao.org/faostat/en/#data]
River lateral fluxes (F rivers export): Combine modeled estiated from Dynamic Land Ecosystem Model (DLEM) [https://chess.auburn.edu/models/] and Deng et al. [2022; https://doi.org/10.5194/essd-14-1639-2022]
-- Variables ---
Alpha 3 Code - three-letter country codes defined in International Organization for Standardization (ISO) 3166-1 -OR- Name of supranational Region
Year - Gregorian calendar year / mean indicates 2015-2020 mean value
IS dC_loss - net land carbon stock loss estimated from the OCO-2 v10 MIP IS ensemble; Positive flux = decrease in land carbon
IS dC_loss unc - Uncertainty in the net land carbon stock loss estimated from the OCO-2 v10 MIP IS ensemble
LNLG dC_loss - net land carbon stock loss estimated from the OCO-2 v10 MIP LNLG ensemble; Positive flux = decrease in land carbon
LNLG dC_loss unc - Uncertainty in the net land carbon stock loss estimated from the OCO-2 v10 MIP LNLG ensemble
LNLGIS dC_loss - net land carbon stock loss estimated from the OCO-2 v10 MIP LNLGIS ensemble; Positive flux = decrease in land carbon
LNLGIS dC_loss unc - Uncertainty in the net land carbon stock loss estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGOGIS dC_loss - net land carbon stock loss estimated from the OCO-2 v10 MIP LNLGOGIS ensemble; Positive flux = decrease in land carbon
LNLGOGIS dC_loss unc - Uncertainty in the net land carbon stock loss estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
IS NBE - net biosphere exchange estimated from the OCO-2 v10 MIP IS ensemble
IS NBE unc - Uncertainty in the net biosphere exchange estimated from the OCO-2 v10 MIP IS ensemble
LNLG NBE - net biosphere exchange estimated from the OCO-2 v10 MIP LNLG ensemble
LNLG NBE unc - Uncertainty in the net biosphere exchange estimated from the OCO-2 v10 MIP LNLG ensemble
LNLGIS NBE - net biosphere exchange estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGIS NBE unc - Uncertainty in the net biosphere exchange estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGOGIS NBE - net biosphere exchange estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
LNLGOGIS NBE unc - Uncertainty in the net biosphere exchange estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
IS NCE - net carbon exchange estimated from the OCO-2 v10 MIP IS ensemble
IS NCE unc - Uncertainty in the net carbon exchange estimated from the OCO-2 v10 MIP IS ensemble
LNLG NCE - net carbon exchange estimated from the OCO-2 v10 MIP LNLG ensemble
LNLG NCE unc - Uncertainty in the net carbon exchange estimated from the OCO-2 v10 MIP LNLG ensemble
LNLGIS NCE - net carbon exchange estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGIS NCE unc - Uncertainty in the net carbon exchange estimated from the OCO-2 v10 MIP LNLGIS ensemble
LNLGOGIS NCE - net carbon exchange estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
LNLGOGIS NCE unc - Uncertainty in the net carbon exchange estimated from the OCO-2 v10 MIP LNLGOGIS ensemble
River - F rivers export -  Lateral flux of carbon by rivers
River unc - F rivers export unc -  Uncertainty in lateral flux of carbon by rivers
Wood+Crop - F wood trade + F crop trade -  Lateral flux of carbon in wood and crops
Wood+Crop unc - F wood trade unc + F crop trade unc - Uncertainty in lateral flux of carbon in wood and crops
FF - Fossil Fuel and cement production emissions; Positive flux from land to atmosphere
FF unc - Uncertainty in Fossil Fuel and cement production emissions
Z-statistic - statistical difference between LNLG and IS NCE defined as (median(NCE_LNLG)-median(NCE_IS))/std(NCE_LNLG-NCE_IS)
Fractional Uncertainty Reduction (FUR) for the IS experiment defined as 1 - Posterior_NCE_std_IS/Prior_NCE_std
Fractional Uncertainty Reduction (FUR) for the LNLG experiment defined as 1 - Posterior_NCE_std_LNLG/Prior_NCE_std
Fractional Uncertainty Reduction (FUR) for the LNLGIS experiment defined as 1 - Posterior_NCE_std_LNLGIS/Prior_NCE_std
Fractional Uncertainty Reduction (FUR) for the LNLGOGIS experiment defined as 1 - Posterior_NCE_std_LNLGOGIS/Prior_NCE_std
----------------
Alpha 3 Code,Year,IS dC_loss (TgCO2),IS dC_loss unc (TgCO2),LNLG dC_loss (TgCO2),LNLG dC_loss unc (TgCO2),LNLGIS dC_loss (TgCO2),LNLGIS dC_loss unc (TgCO2),LNLGOGIS dC_loss (TgCO2),LNLGOGIS dC_loss unc (TgCO2),IS NBE (TgCO2),IS NBE unc (TgCO2),LNLG NBE (TgCO2),LNLG NBE unc (TgCO2),LNLGIS NBE (TgCO2),LNLGIS NBE unc (TgCO2),LNLGOGIS NBE (TgCO2),LNLGOGIS NBE unc (TgCO2),IS NCE (TgCO2),IS NCE unc (TgCO2),LNLG NCE (TgCO2),LNLG NCE unc (TgCO2),LNLGIS NCE (TgCO2),LNLGIS NCE unc (TgCO2),LNLGOGIS NCE (TgCO2),LNLGOGIS NCE unc (TgCO2),Rivers (TgCO2),River unc (TgCO2),Wood+Crop (TgCO2),Wood+Crop unc (TgCO2),FF (TgCO2),FF unc (TgCO2),Z-statistic,FUR IS,FUR LNLG,FUR LNLGIS,FUR LNLGOGIS
CZE,2016,-2.70036e+01,2.16317e+01,-3.83941e+01,1.91917e+01,-3.04933e+01,2.01023e+01,-2.64107e+01,2.18277e+01,-3.30686e+01,2.16317e+01,-4.44591e+01,1.91917e+01,-3.65583e+01,2.01023e+01,-3.24757e+01,2.18277e+01,8.14276e+01,2.02791e+01,7.00371e+01,1.76532e+01,7.79379e+01,1.86391e+01,8.20204e+01,2.04881e+01,-2.36641e+00,1.99994e+00,-3.69860e+00,-1.10958e+00,1.14496e+02,7.52896e+00,-0.45,0.34,0.29,0.45,0.38
CZE,2017,-2.80515e+01,2.22399e+01,-2.09443e+01,1.67296e+01,-3.81591e+01,2.44442e+01,-4.72810e+01,2.37064e+01,-3.40086e+01,2.22399e+01,-2.69014e+01,1.67296e+01,-4.41162e+01,2.44442e+01,-5.32381e+01,2.37064e+01,7.94719e+01,2.09573e+01,8.65791e+01,1.49824e+01,6.93643e+01,2.32834e+01,6.02424e+01,2.25075e+01,-2.25848e+00,1.78408e+00,-3.69860e+00,-1.10958e+00,1.13480e+02,7.44349e+00,0.37,0.34,0.29,0.45,0.38
CZE,2018,-1.75172e+01,3.33487e+01,-2.93764e+01,1.60788e+01,-3.49736e+01,3.88995e+01,-3.87343e+01,4.42767e+01,-2.36106e+01,3.33487e+01,-3.54699e+01,1.60788e+01,-4.10671e+01,3.88995e+01,-4.48278e+01,4.42767e+01,8.98850e+01,3.25074e+01,7.80258e+01,1.42521e+01,7.24286e+01,3.81807e+01,6.86679e+01,4.36466e+01,-2.39482e+00,2.05677e+00,-3.69860e+00,-1.10958e+00,1.13496e+02,7.44349e+00,-0.48,0.34,0.29,0.45,0.38
CZE,2019,-1.65061e+01,2.91703e+01,-2.11155e+01,3.71444e+01,-3.82351e+01,3.16554e+01,-4.93301e+01,2.82316e+01,-2.21059e+01,2.91703e+01,-2.67154e+01,3.71444e+01,-4.38349e+01,3.16554e+01,-5.49299e+01,2.82316e+01,8.63320e+01,2.82284e+01,8.17226e+01,3.64094e+01,6.46030e+01,3.07896e+01,5.35080e+01,2.72573e+01,-1.90126e+00,1.06965e+00,-3.69860e+00,-1.10958e+00,1.08438e+02,7.35286e+00,-0.22,0.34,0.29,0.45,0.38
CZE,2020,-1.49364e+01,1.71841e+01,-1.79970e+01,2.23103e+01,-2.32324e+01,3.61847e+01,-4.76757e+01,3.40225e+01,-2.09099e+01,1.71841e+01,-2.39705e+01,2.23103e+01,-2.92059e+01,3.61847e+01,-5.36492e+01,3.40225e+01,8.07714e+01,1.55315e+01,7.77108e+01,2.10638e+01,7.24754e+01,3.54298e+01,4.80320e+01,3.32184e+01,-2.27488e+00,1.81687e+00,-3.69860e+00,-1.10958e+00,1.01681e+02,7.35286e+00,-0.15,0.34,0.29,0.45,0.38
CZE,mean,-2.29820e+01,2.72276e+01,-1.84571e+01,2.02477e+01,-3.13228e+01,2.41855e+01,-4.26003e+01,2.33038e+01,-2.89555e+01,2.71442e+01,-2.44306e+01,2.01355e+01,-3.72963e+01,2.40917e+01,-4.85738e+01,2.32064e+01,8.14492e+01,2.61126e+01,8.59741e+01,1.87215e+01,7.31084e+01,2.29230e+01,6.18309e+01,2.19907e+01,-2.27488e+00,1.81687e+00,-3.69860e+00,-1.10958e+00,1.10405e+02,7.41242e+00,0.21,0.34,0.29,0.45,0.38
DEU,2015,-1.34505e+02,1.75561e+02,-8.04720e+01,8.71818e+01,-9.99131e+01,7.18031e+01,-1.50934e+02,1.56460e+02,-1.32266e+02,1.75561e+02,-7.82334e+01,8.71818e+01,-9.76744e+01,7.18031e+01,-1.48695e+02,1.56460e+02,6.28493e+02,1.74963e+02,6.82526e+02,8.59715e+01,6.63085e+02,7.03286e+01,6.12064e+02,1.55789e+02,-1.60842e+01,1.64669e+01,1.83229e+01,5.49688e+00,7.60760e+02,1.44769e+01,0.28,0.56,0.5,0.63,0.64
DEU,2016,-1.49844e+02,1.94390e+02,-1.75709e+02,6.47546e+01,-1.25521e+02,1.31074e+02,-1.95409e+02,1.40155e+02,-1.46731e+02,1.94390e+02,-1.72595e+02,6.47546e+01,-1.22407e+02,1.31074e+02,-1.92296e+02,1.40155e+02,6.20115e+02,1.93849e+02,5.94251e+02,6.31131e+01,6.44439e+02,1.30271e+02,5.74550e+02,1.39404e+02,-1.52091e+01,1.47167e+01,1.83229e+01,5.49688e+00,7.66846e+02,1.44878e+01,-0.2,0.56,0.5,0.63,0.64
DEU,2017,-1.52851e+02,1.56317e+02,-1.26034e+02,4.48551e+01,-1.52752e+02,1.21006e+02,-2.07384e+02,8.65521e+01,-1.49259e+02,1.56317e+02,-1.22441e+02,4.48551e+01,-1.49160e+02,1.21006e+02,-2.03792e+02,8.65521e+01,6.07745e+02,1.55655e+02,6.34562e+02,4.24919e+01,6.07844e+02,1.20150e+02,5.53212e+02,8.53514e+01,-1.47305e+01,1.37595e+01,1.83229e+01,5.49688e+00,7.57004e+02,1.43672e+01,0.2,0.56,0.5,0.63,0.64
DEU,2018,-9.45399e+01,1.94423e+02,-1.12041e+02,6.77246e+01,-1.05889e+02,1.41194e+02,-2.04095e+02,1.73104e+02,-9.16638e+01,1.94423e+02,-1.09165e+02,6.77246e+01,-1.03013e+02,1.41194e+02,-2.01219e+02,1.73104e+02,6.38396e+02,1.93891e+02,6.20895e+02,6.61831e+01,6.27047e+02,1.40461e+02,5.28841e+02,1.72506e+02,-1.54469e+01,1.51922e+01,1.83229e+01,5.49688e+00,7.30060e+02,1.43672e+01,-0.11,0.56,0.5,0.63,0.64
DEU,2019,-1.19205e+02,9.69189e+01,-9.30665e+01,6.26070e+01,-1.10147e+02,1.31531e+02,-2.36098e+02,1.11819e+02,-1.12775e+02,9.69189e+01,-8.66368e+01,6.26070e+01,-1.03717e+02,1.31531e+02,-2.29668e+02,1.11819e+02,5.69210e+02,9.58315e+01,5.95348e+02,6.09102e+01,5.78268e+02,1.30732e+02,4.52317e+02,1.10878e+02,-1.18933e+01,8.08499e+00,1.83229e+01,5.49688e+00,6.81985e+02,1.44769e+01,0.16,0.56,0.5,0.63,0.64
DEU,2020,-1.91340e+02,1.25822e+02,-8.65832e+01,4.26026e+01,-1.53876e+02,9.56312e+01,-2.70611e+02,1.17611e+02,-1.87690e+02,1.25822e+02,-8.29331e+01,4.26026e+01,-1.50226e+02,9.56312e+01,-2.66961e+02,1.17611e+02,4.39959e+02,1.24986e+02,5.44717e+02,4.00675e+01,4.77424e+02,9.45290e+01,3.60689e+02,1.16717e+02,-1.46728e+01,1.36441e+01,1.83229e+01,5.49688e+00,6.27650e+02,1.44769e+01,0.87,0.56,0.5,0.63,0.64
DEU,mean,-1.34203e+02,1.46082e+02,-9.88317e+01,4.81310e+01,-1.26031e+02,1.20830e+02,-2.15952e+02,1.17415e+02,-1.30552e+02,1.45340e+02,-9.51816e+01,4.58282e+01,-1.22381e+02,1.19932e+02,-2.12302e+02,1.16490e+02,5.90165e+02,1.44620e+02,6.25536e+02,4.34930e+01,5.98336e+02,1.19059e+02,5.08415e+02,1.15591e+02,-1.46728e+01,1.36441e+01,1.83229e+01,5.49688e+00,7.20717e+02,1.44421e+01,0.25,0.56,0.5,0.63,0.64
DJI,2015,-1.78720e+00,1.36999e+00,-1.26343e+00,6.47375e+00,-1.36825e+00,3.92267e+00,-1.47850e+00,3.22018e+00,2.37646e-01,1.36999e+00,7.61416e-01,6.47375e+00,6.56599e-01,3.92267e+00,5.46353e-01,3.22018e+00,6.52160e-01,1.36925e+00,1.17593e+00,6.47359e+00,1.07111e+00,3.92241e+00,9.60867e-01,3.21986e+00,-5.01024e-01,8.19397e-01,2.52587e+00,7.57762e-01,4.14514e-01,4.51807e-02,0.09,0.0,0.03,-0.01,-0.09
DJI,2016,-1.75220e+00,4.72377e-01,-1.39110e+00,5.43088e+00,-1.43722e+00,4.52422e+00,-1.49827e+00,4.72206e+00,2.54982e-01,4.72377e-01,6.16082e-01,5.43088e+00,5.69957e-01,4.52422e+00,5.08906e-01,4.72206e+00,6.76158e-01,4.70649e-01,1.03726e+00,5.43073e+00,9.91134e-01,4.52404e+00,9.30082e-01,4.72189e+00,-5.18695e-01,7.84056e-01,2.52587e+00,7.57762e-01,4.21176e-01,4.03663e-02,0.08,0.0,0.03,-0.01,-0.09
DJI,2017,-1.83937e+00,5.26544e-01,-1.59436e+00,4.46952e+00,-1.55487e+00,2.26153e+00,-1.55214e+00,1.83187e+00,1.19174e-01,5.26544e-01,3.64176e-01,4.46952e+00,4.03668e-01,2.26153e+00,4.06402e-01,1.83187e+00,5.63942e-01,5.25134e-01,8.08943e-01,4.46935e+00,8.48436e-01,2.26120e+00,8.51170e-01,1.83146e+00,-5.67335e-01,6.86775e-01,2.52587e+00,7.57762e-01,4.44768e-01,3.85147e-02,0.07,0.0,0.03,-0.01,-0.09
DJI,2018,-1.93281e+00,3.76466e-01,-1.58585e+00,3.05154e+00,-1.63482e+00,1.45440e+00,-1.70620e+00,8.94905e-01,6.63474e-02,3.76466e-01,4.13314e-01,3.05154e+00,3.64343e-01,1.45440e+00,2.92958e-01,8.94905e-01,5.15012e-01,3.74491e-01,8.61979e-01,3.05129e+00,8.13007e-01,1.45389e+00,7.41623e-01,8.94075e-01,-5.26713e-01,7.68020e-01,2.52587e+00,7.57762e-01,4.48664e-01,3.85147e-02,0.13,0.0,0.03,-0.01,-0.09
DJI,2019,-1.77041e+00,4.19254e-01,-1.53946e+00,4.59193e+00,-1.79248e+00,3.04978e+00,-1.76444e+00,1.93670e+00,2.34137e-01,4.19254e-01,4.65087e-01,4.59193e+00,2.12062e-01,3.04978e+00,2.40104e-01,1.93670e+00,6.83930e-01,4.16812e-01,9.14880e-01,4.59170e+00,6.61855e-01,3.04945e+00,6.89898e-01,1.93617e+00,-5.21330e-01,7.78787e-01,2.52587e+00,7.57762e-01,4.49794e-01,4.51807e-02,0.06,0.0,0.03,-0.01,-0.09
DJI,2020,-1.82383e+00,4.33106e-01,-1.69344e+00,3.14853e+00,-1.68299e+00,3.29511e+00,-1.67692e+00,1.62443e+00,1.75021e-01,4.33106e-01,3.05412e-01,3.14853e+00,3.15866e-01,3.29511e+00,3.21931e-01,1.62443e+00,4.06884e-01,4.30743e-01,5.37275e-01,3.14821e+00,5.47729e-01,3.29480e+00,5.53794e-01,1.62380e+00,-5.27019e-01,7.67407e-01,2.52587e+00,7.57762e-01,2.31863e-01,4.51807e-02,0.05,0.0,0.03,-0.01,-0.09
DJI,mean,-1.75854e+00,1.26227e+00,-1.49384e+00,4.71163e+00,-1.53931e+00,3.50666e+00,-1.56018e+00,2.73469e+00,2.40313e-01,6.55910e-01,5.05017e-01,4.58654e+00,4.59545e-01,3.33670e+00,4.38675e-01,2.51304e+00,6.42109e-01,6.54554e-01,9.06813e-01,4.58635e+00,8.61342e-01,3.33643e+00,8.40472e-01,2.51269e+00,-5.27019e-01,7.67407e-01,2.52587e+00,7.57762e-01,4.01797e-01,4.21563e-02,0.07,0.0,0.03,-0.01,-0.09
DMA,2015,-1.24581e-01,2.02988e-01,-1.39434e-01,1.60939e-01,-1.62265e-01,1.46955e-01,-1.89016e-01,1.78814e-01,-1.05807e-01,2.02988e-01,-1.20660e-01,1.60939e-01,-1.43491e-01,1.46955e-01,-1.70242e-01,1.78814e-01,2.02626e-01,2.02208e-01,1.87773e-01,1.59954e-01,1.64942e-01,1.45876e-01,1.38191e-01,1.77929e-01,-1.93791e-06,3.87582e-06,1.87760e-02,5.63280e-03,3.08433e-01,1.77760e-02,-0.08,0.06,-0.16,0.05,0.03
DMA,2016,-9.45290e-02,1.20949e-01,-4.56920e-02,1.29099e-01,-7.55358e-02,9.80473e-02,-1.03602e-01,2.23599e-01,-7.57554e-02,1.20949e-01,-2.69185e-02,1.29099e-01,-5.67622e-02,9.80473e-02,-8.48285e-02,2.23599e-01,2.32357e-01,1.19580e-01,2.81194e-01,1.27817e-01,2.51350e-01,9.63534e-02,2.23284e-01,2.22862e-01,-2.44421e-06,4.88842e-06,1.87760e-02,5.63280e-03,3.08113e-01,1.81463e-02,0.24,0.06,-0.16,0.05,0.03
DMA,2017,-1.22732e-01,1.03243e-01,-1.50729e-01,9.45236e-02,-1.46271e-01,1.02459e-01,-1.20425e-01,1.58924e-01,-1.03958e-01,1.03243e-01,-1.31955e-01,9.45236e-02,-1.27497e-01,1.02459e-01,-1.01652e-01,1.58924e-01,2.04533e-01,1.01949e-01,1.76536e-01,9.31085e-02,1.80994e-01,1.01155e-01,2.06839e-01,1.58086e-01,-2.46749e-06,4.93498e-06,1.87760e-02,5.63280e-03,3.08491e-01,1.62947e-02,-0.13,0.06,-0.16,0.05,0.03
DMA,2018,-1.41011e-01,1.62326e-01,-1.68866e-01,1.24930e-01,-1.85602e-01,8.75777e-02,-7.40631e-02,2.62386e-01,-1.22236e-01,1.62326e-01,-1.50091e-01,1.24930e-01,-1.66827e-01,8.75777e-02,-5.52881e-02,2.62386e-01,1.92373e-01,1.61506e-01,1.64517e-01,1.23863e-01,1.47781e-01,8.60484e-02,2.59320e-01,2.61880e-01,-9.19489e-07,1.83898e-06,1.87760e-02,5.63280e-03,3.14608e-01,1.62947e-02,-0.12,0.06,-0.16,0.05,0.03
DMA,2019,-1.00049e-01,1.47692e-01,-8.37408e-02,1.65948e-01,-8.35807e-02,1.19036e-01,-6.87086e-02,1.91799e-01,-8.12748e-02,1.47692e-01,-6.49666e-02,1.65948e-01,-6.48065e-02,1.19036e-01,-4.99344e-02,1.91799e-01,2.40667e-01,1.46619e-01,2.56975e-01,1.64994e-01,2.57135e-01,1.17702e-01,2.72007e-01,1.90974e-01,-1.82152e-06,3.64304e-06,1.87760e-02,5.63280e-03,3.21942e-01,1.77760e-02,0.05,0.06,-0.16,0.05,0.03
DMA,2020,-9.45295e-02,8.26294e-02,-2.13272e-02,1.41804e-01,-1.01297e-01,1.03165e-01,9.40171e-02,2.06640e-01,-7.57554e-02,8.26294e-02,-2.55316e-03,1.41804e-01,-8.25229e-02,1.03165e-01,1.12791e-01,2.06640e-01,2.06469e-01,8.06947e-02,2.79671e-01,1.40685e-01,1.99701e-01,1.01622e-01,3.95015e-01,2.05874e-01,-1.91812e-06,3.83625e-06,1.87760e-02,5.63280e-03,2.82224e-01,1.77760e-02,0.38,0.06,-0.16,0.05,0.03
DMA,mean,-9.40041e-02,1.27364e-01,-1.16899e-01,1.48334e-01,-1.37106e-01,5.33928e-02,-8.87622e-02,2.23164e-01,-7.52301e-02,1.27239e-01,-9.81251e-02,1.48227e-01,-1.18331e-01,5.30949e-02,-6.99882e-02,2.23093e-01,2.32072e-01,1.26052e-01,2.09177e-01,1.47209e-01,1.88970e-01,5.01822e-02,2.37314e-01,2.22418e-01,-1.91812e-06,3.83625e-06,1.87760e-02,5.63280e-03,3.07302e-01,1.73439e-02,-0.08,0.06,-0.16,0.05,0.03
DNK,2015,-1.42386e+01,1.87206e+01,-8.19433e+00,1.49260e+01,-1.28798e+01,1.82887e+01,-1.87167e+01,2.11988e+01,-1.31036e+01,1.87206e+01,-7.05931e+00,1.49260e+01,-1.17448e+01,1.82887e+01,-1.75817e+01,2.11988e+01,2.09109e+01,1.87105e+01,2.69552e+01,1.49133e+01,2.22696e+01,1.82784e+01,1.64328e+01,2.11899e+01,-2.56800e+00,3.69691e+00,3.70302e+00,1.11091e+00,3.40145e+01,6.15340e-01,0.29,0.11,0.05,0.11,0.19
DNK,2016,-8.02390e+00,1.34281e+01,-2.15815e+01,6.37287e+00,-1.17644e+01,1.07804e+01,-1.13715e+01,1.40075e+01,-6.71618e+00,1.34281e+01,-2.02738e+01,6.37287e+00,-1.04566e+01,1.07804e+01,-1.00638e+01,1.40075e+01,2.87644e+01,1.34129e+01,1.52067e+01,6.34088e+00,2.50239e+01,1.07616e+01,2.54168e+01,1.39930e+01,-2.39530e+00,3.35152e+00,3.70302e+00,1.11091e+00,3.54806e+01,6.37780e-01,-1.28,0.11,0.05,0.11,0.19
DNK,2017,-1.22255e+01,7.43891e+00,-1.41152e+01,1.09413e+01,-1.65646e+01,1.17709e+01,-2.22464e+01,1.44567e+01,-1.08484e+01,7.43891e+00,-1.27381e+01,1.09413e+01,-1.51875e+01,1.17709e+01,-2.08693e+01,1.44567e+01,2.44226e+01,7.41173e+00,2.25328e+01,1.09228e+01,2.00835e+01,1.17537e+01,1.44017e+01,1.44427e+01,-2.32594e+00,3.21280e+00,3.70302e+00,1.11091e+00,3.52710e+01,6.35433e-01,-0.11,0.11,0.05,0.11,0.19
DNK,2018,-9.70137e+00,1.14268e+01,-9.96625e+00,1.05963e+01,-6.70129e+00,1.69011e+01,-9.36632e+00,1.76080e+01,-8.44036e+00,1.14268e+01,-8.70524e+00,1.05963e+01,-5.44028e+00,1.69011e+01,-8.10531e+00,1.76080e+01,2.62889e+01,1.14092e+01,2.60240e+01,1.05772e+01,2.92890e+01,1.68892e+01,2.66239e+01,1.75965e+01,-2.44201e+00,3.44494e+00,3.70302e+00,1.11091e+00,3.47292e+01,6.35433e-01,-0.02,0.11,0.05,0.11,0.19
DNK,2019,-1.36519e+01,6.76062e+00,-1.65721e+01,7.00897e+00,-1.77592e+01,1.25366e+01,-1.55927e+01,9.88191e+00,-1.17284e+01,6.76062e+00,-1.46486e+01,7.00897e+00,-1.58357e+01,1.25366e+01,-1.36692e+01,9.88191e+00,2.09606e+01,6.73256e+00,1.80404e+01,6.98191e+00,1.68533e+01,1.25215e+01,1.90198e+01,9.86273e+00,-1.77955e+00,2.12001e+00,3.70302e+00,1.11091e+00,3.26890e+01,6.15340e-01,-0.49,0.11,0.05,0.11,0.19
DNK,2020,-1.32952e+01,5.98711e+00,-1.23669e+01,5.75041e+00,-1.46273e+01,8.63523e+00,-1.69212e+01,1.38149e+01,-1.18944e+01,5.98711e+00,-1.09660e+01,5.75041e+00,-1.32264e+01,8.63523e+00,-1.55203e+01,1.38149e+01,1.73474e+01,5.95541e+00,1.82758e+01,5.71739e+00,1.60154e+01,8.61328e+00,1.37215e+01,1.38012e+01,-2.30216e+00,3.16523e+00,3.70302e+00,1.11091e+00,2.92418e+01,6.15340e-01,0.11,0.11,0.05,0.11,0.19
DNK,mean,-1.14917e+01,1.05227e+01,-1.37759e+01,9.78127e+00,-1.45088e+01,1.21235e+01,-1.71985e+01,1.39385e+01,-1.00908e+01,9.97370e+00,-1.23751e+01,9.18806e+00,-1.31079e+01,1.16502e+01,-1.57976e+01,1.35288e+01,2.34802e+01,9.95405e+00,2.11960e+01,9.16672e+00,2.04631e+01,1.16333e+01,1.77734e+01,1.35143e+01,-2.30216e+00,3.16523e+00,3.70302e+00,1.11091e+00,3.35710e+01,6.25778e-01,-0.41,0.11,0.05,0.11,0.19
DOM,2015,6.38118e+00,9.93755e+00,1.57601e+01,1.47291e+01,9.85218e+00,1.69336e+01,1.80701e+01,3.15950e+01,6.95561e+00,9.93755e+00,1.63345e+01,1.47291e+01,1.04266e+01,1.69336e+01,1.86446e+01,3.15950e+01,2.54175e+01,9.65114e+00,3.47963e+01,1.45374e+01,2.88885e+01,1.67671e+01,3.71064e+01,3.15061e+01,-2.68371e+00,2.24936e+00,3.25813e+00,9.77440e-01,1.84618e+01,2.36865e+00,0.41,0.01,-0.05,0.12,0.12
DOM,2016,1.19159e+01,1.20306e+01,2.37765e+01,1.41396e+01,2.55638e+01,1.68443e+01,2.66776e+01,2.70358e+01,1.15425e+01,1.20306e+01,2.34031e+01,1.41396e+01,2.51904e+01,1.68443e+01,2.63041e+01,2.70358e+01,2.98962e+01,1.17714e+01,4.17568e+01,1.39197e+01,4.35442e+01,1.66602e+01,4.46579e+01,2.69215e+01,-3.63156e+00,3.53657e-01,3.25813e+00,9.77440e-01,1.83538e+01,2.48383e+00,0.5,0.01,-0.05,0.12,0.12
DOM,2017,3.99268e+00,1.66486e+01,1.65869e+01,1.55553e+01,1.93140e+01,1.98850e+01,2.16577e+01,2.57661e+01,3.63390e+00,1.66486e+01,1.62281e+01,1.55553e+01,1.89553e+01,1.98850e+01,2.12989e+01,2.57661e+01,2.19465e+01,1.64675e+01,3.45407e+01,1.53613e+01,3.72679e+01,1.97336e+01,3.96115e+01,2.56494e+01,-3.61692e+00,3.82933e-01,3.25813e+00,9.77440e-01,1.83126e+01,2.44901e+00,0.65,0.01,-0.05,0.12,0.12
DOM,2018,1.26576e+00,1.17917e+01,8.81094e+00,2.02699e+01,2.79836e+00,1.98099e+01,1.73106e+01,3.01620e+01,1.31321e+00,1.17917e+01,8.85838e+00,2.02699e+01,2.84581e+00,1.98099e+01,1.73580e+01,3.01620e+01,2.00212e+01,1.15346e+01,2.75664e+01,2.01214e+01,2.15538e+01,1.96579e+01,3.60660e+01,3.00624e+01,-3.21069e+00,1.19539e+00,3.25813e+00,9.77440e-01,1.87080e+01,2.44901e+00,0.92,0.01,-0.05,0.12,0.12
DOM,2019,-4.25983e+00,1.12451e+01,7.45151e+00,3.45334e+01,2.33380e+00,2.21599e+01,1.08869e+01,2.63276e+01,-3.81348e+00,1.12451e+01,7.89785e+00,3.45334e+01,2.78014e+00,2.21599e+01,1.13333e+01,2.63276e+01,1.53814e+01,1.09929e+01,2.70927e+01,3.44521e+01,2.19750e+01,2.20329e+01,3.05281e+01,2.62208e+01,-2.81179e+00,1.99318e+00,3.25813e+00,9.77440e-01,1.91949e+01,2.36865e+00,0.31,0.01,-0.05,0.12,0.12
